rating,date,shop,title,verified_reviews
5.0,a month ago,Currys,Irene's review of Google Home Mini,"Pros: Really handy. Dot lives in my kitchen, on the window sill. I listen to the radio and news, but when cooking dot serves as my timer, no setting timers It just ""Hey Google remind me (item) in (time)"" so I can ask to be reminded about multiple things. Appointment, date, birthdays, I love that dot reminds me. Brilliant for older people Once it's set up there are no fiddly controls, and the entertainment options are endless, It tells stories, plays quizzes, tells jokes etc etc... ""Hey Google good morning"", Weather, news, radio. Simple to set up! Yes my grown up children laugh at me, but I do love my dot! Very good value for money...... Cons: Nothing to dislike about this, it's all voice controlled by me! :)"
1.0,7 months ago,lowes.com,Incorrect verbiage for online 2 day sale,"Product is incorrectly labeled under their 2 day sale posting. Item states that it is buy one get one free with a disclaimer that the online price reflects the discount. Upon clicking on product, the product then is discounted 50%. The original price was $49.00 with the discounted price being $24.50. I, because the wording wasn't clear was led to believe that I would buy a product and then receive another product. This was due to the BOGO working used in the ad. I have received one product reduced by 50% then if buying another 50% reduced product would result in two items at the original price. If realizing I was spending the original $49, I would not have purchased to yield two items at the original stated price (thus being two 50% reduced items). It was my understanding that I was buying a 50% off product and receiving FREE another 50% of product. Poor wording, as again, I would not have purchased if I had interpreted the wording in the manner Lowes felt customers would.Less"
5.0,a year ago,lowes.com,Google Home Control + Speaker,"You're considering a dive into home automation. The question that arises is where do I start. You can get intelligent lightbulbs, switches, outlets, thermostats, and TVs. Your ability to use these devices, however, is limited to how you can interact with them. If you want to use the Google Home infrastructure, the first interface is going to be your Android or iOS device. While control mechanism works, it is somewhat cumbersome (I've been doing it that way for a year). Enter Google's Home Mini. Essentially, the Mini adds two additional features - the ability to speak commands and to listen to results without having to fumble for your cellphone or tablet. As a byproduct, it also adds decent audio (albeit a little ""tinny"" when compared to Google's Home, its bigger sibling) to listen to streaming sources on the Internet and a ""coolness"" factor. It also has a limitation your cellphone or tablet doesn't have - the Home Mini has no display. As a result instead of viewing your options on your cellphone, you need to know what's available e.g. know that I have a coffee pot plugged into a Google Home compatible socket that can be turned on/off (pretty easy) or the name and source of a specific musical album. Having said all that, there are times and features that really make voice control of your environment fantastic. While I can't say I couldn't live without it, it CAN BE very convenient. By the way, in case you're interested, the time to install (with a pre-existing wifi network) from removing the plastic wrapper to my first command (""Hey Google, play some jazz."") was about 7 minutes. Not bad for a new install!Less"
4.0,4 months ago,Bed Bath & Beyond,"great purchase, with minor issues!","We love our google home mini with GE C-life smart bulb. It is really convenient when your hands are full or you do not want to get up to turn off the lights. You can also have the google home dim the lights or make them brighter. The google home mini can also do many other things, like set an alarm for you, play music, or even tell you the weather. The one thing we did not like about the smart bulbs with the google home is that if we accidentally pulled the string on the ceiling fan for the light switch, it would cause connection issues with the google home. Then the only way to fix this was to unpair the light bulbs from the app, factory reset the light bulb (following a sequence of turning the lights on and off), and then re-add the light bulbs to the app. It can be a pain to do this when you have 3 light bulbs for one ceiling fan, but it is fairly simple to fix.Less"
4.0,6 months ago,adorama.com,Great Sounding Device that needs more Parent Friendly Options!,"We have several of these I'm our house alone with a couple Alexa devices. These sound great. I only wish Google Home had a ""brief mode"" like Alexa. I'm putting my baby to sleep and I whisper ""Hey Google, play baby lullabies on Spotify"" and she yells out ""Okay! Playing baby lullabies from the baby lullaby album! Playing now on Spotify!"" It might as well just smack the baby awake. Lack of brief mode (Alexa devices can be set to respond with brief answers or just a simple DING! to confirm...and baby stays asleep). Also I feel like you should be able to enable calling on these devices ONLY when it detects specified voices. That way my kids can't say ""Hey Google (or Alexa!) Call John Smith!"" and it listens to them. Give parents more choices and customization. Aside from all that these are great.Less"
5.0,3 months ago,Best Buy,Cool product; Works with Apple and Android devices,"Hey Google...Ok Google...Hi Google...wish you can add more wake up commands other than the ones above. Good starter product for those just getting into the whole assistant and smart devices thing. Mainly used to assist with playing music, getting quick updates such as news, weather and sports and learning trivial and useful information without looking into any screen. Easy to setup but beware of sneaky Google things that try and get more data from you. Do this: review and re-review your permissions after setting up. It detects and hears commands fairly far from where it is situated which is pretty cool. Sound output is good but not too much to go on with for ""audiophiles"" but it does what it's supposed to primarily do for me...Hands-free operation of my music subscription and thus providing good sounding music on a whim.Less"
3.0,6 months ago,ebay.com,Don't expect too much of it; first and foremost it's a speaker,"It can do pretty basic stuff. Almost all of that could be done with your Google Assistant app if you own an Android phone already (which you most probably do). Automating lights, thermostats... well, you gotta buy ""smart"" versions of those first. $_$ And even after you buy those, you can control them with voice commands via Google Assistant app on your Android device. The UI of google Home Mini speaker is almost entirely dependent on another (preferably Android) device. It connects to your Wi-Fi... It also has some bluetooth connectivity, which I find nice (and kinda necessary, given the fact that you can't plug in AUX cable it lacks 3.5 mm audio input jack). Thanks for the Google Home Mini, nevertheless."
3.0,5 months ago,Best Buy,Google or Alexa - I tested it out!,"We have always had Echo Dot units in our house. I got this Google Mini free with a purchase so I had no issues testing it out. Cons: clunky app - the app doesn’t work very smoothly and seems to be restricted unless you have pay for services to add on. The buttons are not as clear and usable as the Echo Dot. I find myself using the app to turn down volume or use other features. I feel the voice recognition is more difficult and often doesn’t hear my voice over the highest volume setting. The music seems to have more treble than basic you don’t get a clear, solid sound from speaker. Pros: while I don’t use the features, I feel it is much more expandable to house devices and connected devices. I originally gave it 4 stars, but the cons were much more than the pros - so I changed to a 3. I prefer Echo Dot, but it is great for my man cave. Maybe even for music in the shower.Less"
5.0,a year ago,Best Buy,Great Smart Home Tech for Less,"I purchased this Smart Home Starter Kit on a promotion. The promotion was to purchase this kit (1 google mini & 1 smart bulb) for $35 (regularly $55), and you would receive a 2pk of smart bulbs (value $25) for free. So a savings of $45 - and you ended up with 3 smart bulbs and a google mini. I already had a google mini at home to add this to; and purchased an additional 2 pk of lights to meet my needs to ""start"" my smart home upgrade. I did extended research on smart lighting options available before selecting this one. I appreciated that it did not require a bridge/hub or extra equipment. You can plug in the GoogleHome and screw in the light bulb - they work over wifi and bluetooth (with the corresponding app). Set-up was a breeze, as the app walks you through all the steps. The only ""downside"" to the lower cost / no extra equipment needed option is that these lights do not come in any color other than ""standard"". I will say that initially I felt these lights were much more yellow / less bright than the HE lights I had been using prior. And while, I still think this is true to some degree - it is not dark by any means, and I have become acclimated to the new hue. I also was concerned as I was planning to replace 2 3-way bulbs in 2 separate fixtures; however being able to set the lighting at 5%, 50%, 99%, etc (anywhere in between) actually has given me better control of the lighting at any given time. I.e. I tend to lower my light to 30-40% while doing late night tv watching; or leave a light at 25% for my return if it's late at night. (I'm very pleased that I can turn the lighting on from outside my home, in case I forgot to leave a light on / or return later than intended. I don't have to walk in to a dark home - and thats is a wonderful perk). You do not ""need"" a Google Mini in each room - you can run lighting from different rooms on one mini, but the rooms can't be extraordinarily far from one another. ( I personally live in an apartment - and was using my living room Mini for my living room, dining area and bedroom until my second mini came in (it was on back order). I personally I like having a Mini in each room , as I have set up a ""speaker group"". I have it set so that my morning routine will be read throughout the apartment. (Have it set to give me temp/weather for the day, my calendar updates, and read through 4 different news options.) -- This way when I start the routine in bed, I can go about starting the coffee pot, brushing my teeth, etc - basically anything I need to do and hear the news (music, etc) throughout my home. I will say that you can NOT use the CE lighting app for lighting schedules; IF you use the Google app for the Mini's.One or the other. -- I prefer the google app because of how it integrates lighting to the daily routines (Good Morning, turns on all the connected lights in my home ; where as ""Bedtime"" turns of all the lights except for the one on my nightstand, etc). You can set limitless options for routines; and they are the greatest perk for me of the ""smart home system"". I would highly recommend this product - especially if you are need of a Google Mini. Even at the retail of $55, it is a good deal for the Mini & one bulb. I would suggest getting additional bulbs, and spending the time to learn how to best use the Mini and it's available routines when purchasing. The more I was aware of the functions/options, the more I use device&lights, and the more value I see in the overall system."
3.0,a year ago,lowes.com,Affordable Option to Start a Google Smart Home,"I am making a switch to the Google Home platform and the Home Mini was a nice add-on device. I have used the Amazon Echo Dot and have made a few comparisons herein. The GE Smart Bulb was also a great way to acclimate to the Google Assistant smart home capabilities. Both were well priced when on sale ($35.00 for the combined Mini and the GE C Life Bulb). GOOGLE HOME MINI REVIEW PROS: At a high level the Home Mini does everything that the Home Hub and and the Home Max deliver with Google Assistant. Sounds better than the Echo Dot (comparatively better range, richer sound). I like the appearance with the fabric cover and color options available. The Home Mini is a very affordable entry smart home hub that can integrate with Internet of Things (IoT) devices (i.e. TP-Link, Philips Hue, Wemo, etc. or anything compatible with Google Assistant. FEATURES / EXPERIENCE: You can place a call free phone call, stream music through music apps like Pandora, Spotify, YouTube Music, etc. Easy integration with Google Chromecast and use voice command to launch YouTube. Netflix, etc. to your TV. You can send the Mini audio to other speakers with Bluetooth. CONS: Touch controls are not intuitive. The Mini does not have a 3.5mm auxillary output jack like the Echo Dot. The indicator lights on top are not easy to see from a distance (unlike the light ring on the Echo Dot) SUMMARY: The Home Mini significantly lacks in sound quality and speaker capabilities compared to the Home Hub or Home Max. That should be expected with the considerable lower price point. Because of this it should supplement an anchor speaker to the Home Hub or Home Max in your Google Home platform. While the touch controls are not intuitive (tap and swipe on the side) you will likely use voice controls most of the time. I would recommend this as an affordable means to expand your Google Assistant options and start a Google smart home platform. GE SMART BULB REVIEW PROS: Hubless Bluetooth set-up makes it easy. Well priced for introduction to smart home lighting. Designed for beginners. Delivers 800 lumens to light a standard size room (i.e. bedroom). FEATURES: The Bluetooth ""C App"" allows you to create custom set-ups for waking up or for early evening hours. The bulbs can also automatically switch from more intensity in the day to softer tones at night - or vice versa. CONS: Limited options and too simplistic with the GE ""C app"". Only dimmable and not capable of changing colors. SUMMARY: Great way to get started with a smart house option that is easy to integrate. However, there are much better and more robust smart home lighting options available for integration with Google Assistant or Amazon Alexa."
5.0,4 months ago,lowes.com,Love this more then I thought,"I have been avoiding a google home and smart devices for a while now, however this kit made setting this up super easy. I love how it connects super quickly to all your accounts and already purchased smart devices quick and easy. The only slight issue i had was connecting the initial set up to the wifi. But once that was set up I could connect my light, music, nest, email, you tube, spotify the list is endless. It makes your space feel so much more personalized. Id highly recommend this kit to anyone just getting started with setting up a smart home experience. I loved the light it was super simple to instal. 1) Set up your google mini 2) Screw in light 3) Set up light device in 1 button step on the app 4) have the google home turn on your light I love that this light can dim by voice or app control. Worked like a dream.Less"
5.0,3 months ago,ebay.com,Easy to use,"Google home mini is a great little product, not as good sounding as the bigger brother google home but is clear and loud enough to understand. Mix it with the likes of YouTube Premium and you have an endless music player or add some WiFi light switches and use voice commands to turn on and off lights. It can set alarm to wake you or reminders and with Googles Nest you can control your heating via voice commands. Even Swann cctv and LG air conditioning can be controlled by voice commands through the google home mini. If you have a chromecast & Netflix you can use voice commands to start streaming Netflix to your tv and with voice recognition it will load your account not you familys so you can continue watching from you left off."
5.0,8 months ago,Best Buy,Mini for fun and SAFETY,"This mini was purchased for my 86 year old mother who lives in a retirement community. Her neighbor fell in the tub and could not reach the emergency pull cord. She lay there for hours before being found and rescued. After her experience she and my mother both got dedicated minis for their bathrooms. Now, if my mother had a fall in the bath (statistically the most dangerous place in your home) as long as she could use her voice she could use her mini to make a phone call and get help. Got a wall mount to keep it tidy, off the counter and away from water. Of course it does all those fun things she enjoys (she has a full-size Home in her bedroom) but knowing she can get help in an emergency, especially in the bath, is very meaningful to her. So, along with everything else that makes the mini worth the price, add ""great investment in personal safety"".Less"
3.0,4 months ago,lowes.com,"google mini great, light bulb not so much","I had high hopes for this but in the end the bulb failed. We tried and tried to get the bulb to connect with google and had no luck. We even tried to connect it to other google minis and hub we had still no luck. After researching online this is a known problem with the light bulb and at this time there is not a fix. But on a good note it is an LED bulb that you can still use as just that. Unless you are getting the bulb free with the mini I would say just get the mini at least until there has been a fix for this. Still love the google minis, they are easy to connect and I think the sound quality and knowledge is better than the others out there. The others have some features that google doesn't but I still prefer google. Hopefully they can get these to work in harmony and this would be a great set to get you started on your smart home.Less"
4.0,a year ago,lowes.com,Let there be light,"This mini in this combo package is not different than buying the mini separate, it has all the same functionality as any of the other Google Home products. Smart home control, Q & A, weather, directions etc. Once installed, you can control the light via your voice. By saying turn on, turn off or even dim the light. The google mini is small and well designed so that it will fit unnoticeable into the décor of any room. Setup is very easy, find a spot, plug it in, download the app and off you go. You will need a google account to go through the setup, but it’s extremely fast and easy to get going. Google couldn't have made this any easier to setup. The google mini can be purchased separately or in this combo pack with the light bulb. Additional blubs can be purchased and added to the system. Each light is given a name and placed into a room. This gives you the ability to control the light by name or by room. Examples, Hey Google turn on the fireplace light. This will turn on the individual light named fireplace. To turn off all the lights in a specific room you would say hey google turn off the kitchen lights. And of course you have the ability to turn off all the light in your house with one voice command. In addition, these lights a dimmable and the mini lets you adjust the brightness in a percentage. As an example you can tell google to set the lights to 20%. Although the ability to voice control lights is great, there is a downside. If you are like me and have a habit of flipping off the light switch when you leave a room, you will essentially kill the power to the lights and disable the ability of the mini to control them. Obviously if you flip the light switch to off, you have cut off the power to the light, therefore the google mini will not have the ability to turn the light back on until you restore the power. This can be annoying if you or others are in the habit of flicking the switch. To gain both manual and voice control perhaps a smart wall switch might be a better solution. Overall the system works great with almost no lag time, it takes about 2 seconds between the time you tell it to turn on/off the lights till execution. The light itself is fairly bright and as mentioned before can be dimmed down. For those looking for the ability to voice control only your lighting this is a good solution. If you want both manual and voice control, I would look to using one of the google home products with a compatible wall light switch."
5.0,3 months ago,lowes.com,Fantastic Product!,"How many times have you gone out then time gets away from you its dark out and of course wish you had left the light on but you didn't? This happens to me all the time. I used to have a timer but a friend of mine who is a police officer told me that the criminals will watch your house for a few days usually and with a timer, it comes on at the same time like clockwork and they figure that out that your not home you just have a timer installed. With this product, I can control when it comes on with my phone when I am away from home. How easy is it to set up? Super easy just take the unit out of the box, install the light bulb. download the Google Home app on your phone, plug in the power, and follow the instructions in the app. I also love it for when I am at home and forget to turn the light off in the living room when I have already climbed the stairs no more going back down just to turn off the light I simply tell it to turn the light off or dim it. How easy is that?Less"
1.0,6 months ago,Currys,Martin's review of Google Home Mini,"Pros: The idea behind it is good. Cons: I just wanted it to play music for free from YouTube . You can listen to any music you want from YouTube via your phone , laptop , PC for free but this device will only let you do that properly if you are prepared to subscribe to YouTube Music channel and the same go's for Spotify."" Hey Google play Sia , Chandelier "" Google's reply "" Unable to play Sia , Chandelier but you can listen to a free radio station that features Sia "" You might have to wait for several tracks by other artists before you get to Sia and then not get the track you wanted in the first place. ""Hey google when is my next dentist appointment "" ""Sorry I can not answer that"" .."" Hey Google what is happening on the date November Tuesday 19th 2019."" Googles reply "" You have a dentist appointment."" Waste of time. Sold mine on eBay.Less"
5.0,a year ago,Best Buy,Great way to start your home automation!,"This Google starter kit is our first step into centralized home automation (have run several, separate apps for our several connected devices for years). So far, we are liking it quite a bit (the kids seem to be having way too much fun with it). The Google Home Mini has a nice, smooth, low-profile design to it (I'm not the biggest fan of edges). It was easy to set up with Google Assistant already on my phone and works great with voice commands. The speaker itself has a really good sound for the occasional, causal music listening. The only issue we've run into so far is when my wife wanted to set the volume lower, but it changed the temperature setting on our connected Ecobee thermostat. :) The GE C-Life light bulb is a great starter ""connected"" bulb. On/off control and dimming work great with Google Assistant (either by voice through the Home Mini or from my phone). It connects via bluetooth (not WiFi), so the Google Home Mini must be within 33 feet to control it. You can create routines in Google Assistant to for daily control. You can also download the C by GE app and create automated settings. I wouldn't mind getting more of these, but most of the lights we would want one for in our house are candelabra bases. We are starting to look at other connect items, such as light switches, that could be controlled through the Google Home Mini.Less"
5.0,3 months ago,lowes.com,Smart and Handy!,"The Google Smart light starter kit comes with the Google Home Mini and a smart bulb. Setup was very easy and only took a couple minutes. Voice recognition on the Google Mini learns quickly - and even catches little language nuances. The lightbulb itself is nice to have. I like that I can dim the lights while watching television instead of having to turn them all the way off. That's pretty handy. It's also nice to have when coming in after dark - no fumbling for a light switch. We may go ahead and replace all the lights with the smart bulb. And I must admit, Google is nice to have to look out for me, but I wonder how carefully it's listening. Smart, handy and a little bit scary all at the same time!"
4.0,a year ago,Best Buy,"Good mini, less good bulb","It's billed as a starter kit, and that's what it is. For ""smart"" lights, this is about as barebones as you get. You can remotely dim, but not change either the temperature or the color of the light. In setting up the kit, you're prompted to use Google Home, which is appropriate for the mini, and it seems to already know that you're setting up the light as well. However, using the Google Home app on iOS, you don't have the ability in app to do anything with the bulb other than unpair it. GE does have a separate C-life app, but it was unable to find the bulb, probably because it had already paired with the Google Home setup. To try to get to any additional features that may (or may not) be available through the GE app, I would have had to reset the bulb through a complicated series of timed power cycles of the light, and I wasn't willing to do that just to try pairing with a different app. Through Google Home, you have to use voice commands to dim or brighten the light. The nice thing is that you don't need a separate hub for the light, the Google mini is all the additional hardware you'll need. On its own, the Google mini is great because it gives you access to the Google assistant and the wealth of smart home features that provides, especially if you associate it with your Google account and use the calendar. It doesn't claim to be anything more than it is, but that's a very limited set of features for a ""smart"" light.Less"
5.0,3 weeks ago,walmart.com,The blessings of Google minis,"This is my second set of mins. I now have one in my living room, one in my office, one in my bedroom and now one in my bath. Love my minis. I have all 4 of mine set up as speakers so when mini plays my music it is played everywhere in my apartment. I can play games, mini will read books to me and keep me on track with my schedule. With a few commands mini gives me the weather forcast, current temperature and the news in the morning while going over my daily schedule. At night it will turn out the light and play my thunderstorms that I fall asleep to. The only thing mini does not do is call 911 but I even have that covered. Since I am elderly and there is a possibility I may slip in the shower or fall in the house, I can have mini call a family member who will then call 911."
4.0,a year ago,ebay.com,"Good quality hardware, but...","I really like the design and quality of this device, it's quite neutral but very responsive. I bought this to compare it to the Amazon echo, a product I use now. Google home mini has some nice advantages compared to the Amazon echo, the voice recognition seems to be a lot better and it's better at picking up your voice in a noisy environment. It also just looks a lot nicer. However, the software, Google Home, used to manage this device is just awful. The Google Home app has almost no gui tools to work with a smart home environment, for some strange reason Google wants you to use your voice commands to set this up. This is done by asking google home mini to scan for new devices and then you can manage them through additional voice commands, but if you haven't configured your device names with the specific intention of using voice control you have a major problem. I for example have a light in your living room named LightWallLeftLRoom, you can imagine the problems getting a voice recognition system selecting this device. For Amazon echo I can set up routines using the Alexa app gui, which gives me easy visual access to administrate my smart home devices. Using routines i can connect the voice commands i want to use to the devices i want to manage, for example i have a routine called ""Good night"" which turns off all lights and media center devices. I know Google is implementing something similar, but for now it's only available to the US as far as i can find. I can also mention that Amazon support also is a lot better than Google, from Amazon i at least get a response from a human while Google just links me some random forum threads if i get any response at all.Less"
5.0,a year ago,Best Buy,A Great Way to Get Started on Your Smart Home,"[[ Setup ]] The setup process was very easy. Install the smart bulb and plug in the Google Home Mini in the same room. Since the bulb is Bluetooth-based, it will only work a short distance from the Google Home Mini. 1. Download the Google Home app to your iPhone, iPad or Android device. Upon opening the app, I saw a banner asking me to ""Setup 1 Device"". 2. The app walked me through setting up the Google Home Mini first. 3. The app then automatically asked me if I wanted to setup the bulb. It quickly found the bulb and added it to my Google Home profile. [[ Performance ]] I have a mix of both Amazon's Alexa and Google Home at my house and I find that the Google Home is a little better at understanding my voice commands and a little quicker at responding. I was pleasantly surprised at the sound performance of the Home Mini's speaker. It's definitely better than the Amazon Echo (2nd generation) with decent minds and highs and a tiny bit of bass. Listening to Pandora was definitely doable and sounded a lot better than my iPhone's built-in speakers. The Google Home Mini also is fast to control the included GE smart bulb, responding almost instantly to commands to turn the bulb on and off and also to adjust the brightness. However, the bulb connects via Bluetooth, which limits its range compared to other wireless connections such as WiFi, Zwave and Zigbee. Therefore, the Google Home Mini and the GE smart bulb should be located in the same room (or the next room over) to avoid communications issues. [[ Features ]] The GE smart bulb does what most smart bulbs do: turns on and off and dims from 0% to 100%. Unfortunately, the bulb only outputs a ""daylight"" color temperature only and cannot change to a warmer (or colder) white color. It is also not a multi-color bulb, so you can't change it to ""red,"" for example. The Google Home Mini can do a lot more than control this one bulb. It can give you the weather, check your calendar, control other smart home products (like Philips Hue and Samsung SmartThings), play Pandora and much more. Unfortunately, the bulb included with this kit will not work with an Amazon Echo and it requires a separate hub to work with Alexa. [[ Value ]] Whether you're just getting started with a smart home or you're converting from Alexa to Google Home (or maybe maintaining both?), this starter pack is a quick and easy way to jump into home automation. The setup process is very easy thanks to the Google Home app's awareness of the Google Home Mini and smart bulb combo and the app easily walks you through the process of getting both up and running."
5.0,10 months ago,Best Buy,12 and counting...,"So much you can do with the Google Home Minis. I currently have 12 installed, with plans to add at least 2 more. I have multiple routines setup to control Philips Hue LED lights. Three speaker groups: one upstairs, one downstairs, and one for the entire house. I stream Pandora to as many as all 12 minis at the same time and have not noticed any sync issues, although on occasion there may be a few seconds where one will play gibberish, but returns to normal by itself in a few seconds. I also have one connected to a mobile battery pack so I can use it where it is not practical to run a power cord and it's mobile anywhere in the house. I'm probably going to do that with one or two others where cords can be a problem. I'll even be adding one in the garage to play music and allow me to broadcast messages to the entire house.Less"
5.0,11 months ago,Best Buy,Perfect little assistant,"My son bought this for me as a gift. Initially I didn't think I would use it very often but I use it alot. I have it in my kitchen and I use it for recipes, weather, music. I get a little frustrated when I don't have my phone readily available to cast my music bc most of my selections are only available in Google Music, I haven't taken the time to check into subscribing to Google Music but it's not really that big of a deal to me. I don't have much trouble finding music I like and I can cast anything. I love the black color, it blends into the background on my backer's rack, you don't even know it's there. The sound is fine for quick music. I recommend getting the larger version if you are wanting a better sound or plan to use it as your main music speaker source. I liked it so much that I bought my mom one. Definitely recommend.Less"
4.0,a year ago,lowes.com,Great home automation starter unit!,"Google - Smart Light Starter Kit with Google Assistant The Google smart light starter kit with Google assistant is a great entry point into the smart home movement. It comes with a Google home mini and a GE C-life dim-able led smart light bulb. If you’re just starting out or are expanding your lighting devices, this is a good bargain. The Google mini is a very clean and modern looking device that takes up little space on the night stand. The speaker is fair, but not great. (If you want to listen to music on the speaker with any real fidelity, you will want to get the full-size Google home or the Google home max.) However, for listening to voice responses, alarms, or audio books, the Home Mini's speaker works just fine. Where it really shines, is that you can now control the included light bulb with your voice. I replaced the standard light bulb in my nightstand lamp, and am able to turn it on, off, or dim it with just a voice command. Feels kind of like stepping into a Star Trek episode and telling the computer to turn the lights on. The GE C-life bulb connects to the Google mini assistant via Bluetooth, so the Google mini has to be in close proximity to the bulb for it to work, the package recommends within 50 feet. All in all, it is a good purchase and getting both devices in a starter kit really maximizes the savings.Less"
1.0,8 months ago,Best Buy,Unusable without a compatible device,"This came free with purchase of a 3rd Gen Nest Smart Thermostat, otherwise I would not have purchased it OR would have to return it if I did. I researched the Google Home Mini Smart to see how or if I could still use it…NO! Why? It can only be paired with a Smart Phone or compatible tablet for remote usage. Because Google indicated it could be used remotely, to turn smart lights on/off, smart thermostats, etc by Smart Phone (I don’t have or want a Smart Phone) or Tablets (not all tablets though). I thought perhaps I could still use it with my PC…NO, I can’t! So, if you don’t have a COMPATIBLE smart phone or COMPATIBLE tablet, do not buy the Google Home Mini. Anyone want to buy mine? I could be wrong about the above, but I spent the better part of a day researching the possibility of using it only to find I can’t.Less"
5.0,a year ago,Best Buy,A great starter kit,"If you don't have any experience with the ""smart home"" stuff that's all the rage and want to give it a try, this is a great starter kit. The bulb included is a GE C-life bulb that connects via bluetooth to your phone (with the GE app) or to the Google Mini. Together, the two devices will get you up and running to voice control a light in your house. The longest part of the process is probably installing the Google Home app and setting up the Google Mini. After that, the setup and connection of the GE bulb to the Mini could not have been easier. I followed the instructions to get the bulb connected, gave it a name I'd remember, and was immediately able to tell Google to turn it on and off. If you want to be able to control the light when you're away from home you'll need a $50 C-Reach device that connects the bulb to your Wifi. If you have that, then you could also use Alexa (with a Skill download) to control the light if you want to see if you like Google or Alexa better. Keep in mind, though, if you decide to get a lot of different devices besides bulbs (smart plugs, switches, sensors, etc.) then you might be better off going with a hub like Wink, SmartThings, Amazon Echo Plus etc. and getting devices that use Wifi, Zwave, or ZigBee rather than the C-life line of products. For the price, though, this is a great way to test the smart home waters. It's extremely simple to set up and see if it's something you think will be useful. I'm pretty sure you'll wonder how you ever lived without it (and Google is probably betting on that happening).Less"
4.0,a year ago,Best Buy,"Sound not the greatest, but brains are everything","The Google Home Mini is not what I would consider a ""quality speaker"". It's got a slightly louder, deeper sound than the Echo Dot but it's not something I would use to listen to music for long periods of time - think of it more as a podcast engine rather than for high-fidelity sound. The real reason you should buy this, and without question I would recommend this, is for what it really offers: a window into all the amazing tasks the Google Assistant has to offer. It can do all the things Siri and Alexa can, but it also does so much more - its natural language processing makes it so much more flexible to make requests and queries, and it taps into the biggest knowledge base available - Google! This means it answers questions so much more readily than the other two major voice assistants can. Today I asked, very poorly, ""Hey Google - how long does it go between World Cups?"" Despite the fact that this sentence literally makes no sense, Google understood I was asking what the timeframe was between World Cups and told me the answer. It's brilliant, and it gets smarter every single day. At the time of my review, it makes great speakerphone calls, it sends broadcast messages to all your other Google devices, and it can understand up to three commands given in a single sentence. That's pretty amazing. And when you buy multiple Google Home products - we have two Minis and a normal Home - they all play music or news simultaneously in a sort of surround sound mode. And we use our Google Homes to control our home devices like our TV entirely by voice! An incredible device, and definitely an accessible gateway into the smart home future.Less"
5.0,a year ago,Target,Great Light Kit and Smart Home Upgrade,"I really enjoy the Google Smart Light Starter Kit. It has been a great addition to our home and is the first ""smart"" home product we have installed. I like how the Google Home Mini is included in the kit allowing you full access to everything that product offers with the added convenience of easily adjusting the lighting in a room. It took me about five minutes to get everything up and running which included the time needed to install the Google Home app since I didn't already have it. Instead of wasting energy with our large overhead light, I am able to adjust the lamp with the included GE C-Life smart light . The bulb is great because the dimness can be adjusted a simple command to the Google Home Mini. I work from home a lot, so I like being able to be across the room on my laptop but adjust the light or turn it on as the outside light changes. It's also nice to be able to turn off the lamp as I'm heading to bed at night without having to cross the room to turn it on or off. I put the GE smart light on a basic lamp and love how the bulb allows it to now be a dimmable lamp. It's a next generation version of the old sound activated lamp controllers. The smart light says it has a life expectancy of over 13 years, so I look forward to being able to use this for many years to come. The Google Smart Light Starter Kit is an excellent product and I look forward to adding these to other rooms in my home.Less"
5.0,3 months ago,lowes.com,Having fun learning new commands!,"Google’s Home Mini and GE C-Life Smart Bulb are truly a great addition to my home office! Google serves as my office assistant and helps increase my efficiency in getting work accomplished. Through voice control, I am using it to set reminders and alarm notifications. Google provides me with real-time news updates or relaxing background music upon request. On top of that he is polite. I am able to turn my desk lamp on or off, as well dim and brighten the light, via my smart phone or through voice command. Scheduling when the light goes on and off provides an added measure of security. The only limitation is ""me"" learning the full functionality of my new Goggle assistant. I am having fun time trying new commands."
5.0,4 months ago,lowes.com,Great smart home tool,"I have both a Nest and the Mini. The Mini makes a great stand alone or companion device to the Nest. We also have the Smart Light, which makes for a cool, simple light control system. As is typical for Google products, installation was super simple using the app on my phone. Controls are even easier. We connected ours to Pandora, and I've found that while it works, it can be a touch hard to maneuver and get exactly what you want. I have used the free Goolge Play Music as well, and that seems to work seamlessly. We have just one Mini currently, but are looking to expand to provide coverage in common areas in our home. Definitely a good purchase for us!"
4.0,7 months ago,Best Buy,Hey Google...not bad.,"Hey Google? Alexa? Truthfully they both work great. What stands out is that I am a Google lover. I have Youtube Red and Google Music and I have to say this is the reason why I prefer Google over Alexa. Sound quality is much better on the Google Home Mini vs the Alexa Dot 1st gen. The voice of the AI is less robotic and you get the option of changing to different voice types. Home automation works as expected. The one thing I wish you could change on the Google Home Mini is that when you have it shut off your lights it doesn't announce that 2 lights were turned off. Alexa will just ding which I prefer. Also I wish you could control the volume level of the AI voice so that when you have the volume set for music it didn't inherit the same level. Want to scare your partner, tell Google to shut off the lights and have it announce at level 7 the light is now off. In summary, AI is here to stay. Is it the best? Probably not. Is it good for what we need? Yes. Especially if you subscribe to the Google Universe and get Google Music and Youtube.Less"
