rating,date,shop,title,verified_reviews
5.0,9 months ago,Best Buy,"Better than 2 Gen , Love it!!","Sound quality is the best I've heard on a speaker of this size!!! Definitely worth paying a little extra for this one over the 2nd generation model. I'm not going to discuss the functionality as there's tons of info already out there. One important note: If you set up the Alexa app on your phone, IT WILL IMPORT ALL OF YOUR PHONE CONTACTS. I didn't think I gave it permission to do so but Alexa did indeed import my contacts! You may have read stories how, WITHOUT YOUR KNOWLEDGE, Alexa can record what's being said in your home and then send it to ANY or ALL of those contacts! Yikes! And, I won't want any of my kids to accidentally send messages to or call people on my contact list. So, if you want to keep your contacts from Alexa and prevent that from happening here's how I did it: Before installiing the Alexa app on your phone, export your contacts to a file and save it for later. Then, go back to the phone and delete those contacts (don't worry, you'll import them back in later). Now, install the Alexa app on your phone and go through the set up process. At some point, you'll have the option to allow Alexa to automatically import any additions to your contacts. Please ""disable"" that option. After you're done with the installation, you'll notice there are no contacts in your Alexa app! Now, you can import your contacts back into your phonebook using the file that you initially created and you're good to go! If you already installed the app but want to delete your contacts from Alexa, it's not too late. Simply export your phone contacts to a file and save for later. Then, delete the contacts from your phone. Now, open the Alexa app and click ""Contacts."" On the Contacts page, click on ""Import Contacts"" and enable it by moving the button to the right side. This will cause Alexa to replace your existing contacts with the now empty phonebook. After a few minutes, your Alexa contacts will be gone. Go back and disable ""Import Contacts"" to prevent Alexa from importing them in the future. You can now import the contact file that you created back into your phone. Of course there may be some contacts you do want to use with Alexa. I simply added them manually by clicking ""Add Contact."" I hope this info is helpful as I wasn't able to find an easy way to manage Alexa contacts."
4.0,5 months ago,Best Buy,Better than previous gen Dot,"Got 3 of these for a good deal to replace some older Dots, and allow me to shuffle my setup around to maximize my coverage. One of the new Dots actually replaced a 2nd gen Echo (full size) on my office desk because I realized that I never ever ran the Echo at a high volume and its superior quality sound was better used elsewhere in my house. But to compare apples for apples, this generation of Dot does seem to have a richer/warmer sound quality than the pervious generation, particularly at higher volume . Other than that they seem to have the exact same functionality/limits and capability. Setup seemed to go smoother than with the previous generation but I think that is more an upgrade to the Alexa software package than the hardware. One thing that surprised me is that with the new style with the fabric wrapping and the rounded top it is slightly larger and at least to my eye slightly more noticeable/conspicuous than the 2nd gen Dots. They do match nicely with the Echos that I have in other places and for some reason that matters to my wife. You might guess that I am committed to the Echo-sphere and you'd be right.Less"
3.0,7 months ago,Screwfix.com,limited usefulness,"I only got this because I thought it was a portable speaker and I wanted to use it in the park. When I realised it was just an Alexa thing, I decided to try it out - I'd seen the technology being used in 'Years and Years' and thought it could be useful for me. Specifically, I wanted to use it in the kitchen so I could listen to stuff without touching any buttons. Was very impressed at first that I could switch it on and off and change volume etc. However, playing specific tracks on spotify was tricky - I'm thinking particularly of an aria from The Magic Flute. Also, whenever I wanted to play stuff from one of my playlists it was either play from the beginning or shuffle that I could do - no precision. Also, listening to particular podcasts on bbc sounds. It will play the most recent episode of a well-known soap on radio 4, say, but it couldn't detect 'Cerys on 6 music' no matter how I said it - it would just play 6 music live. I also wanted to select Guilty Feminist podcasts, and I couldn't do that. In summary, if you want to listen to the weather forecast or the radio - live - then it's fine. But if you want to listen to specific things, you might find it annoying. I found myself shouting at Alexa and think I must have looked very strange. My other gripe was that it only works if it's plugged in, so is completely useless as a handy extra portable speaker.Less"
4.0,9 months ago,Best Buy,Great upgrade from previous Echo Dot,"While this is larger than the previous Echo Dot, the rubber like material on top and the mesh wrap around is a step up. The sound quality and increase in volume level is what I found to be the biggest improvement... That said, I feel that there is no true mid level volume. My experience is that if I’m looking for that “sweet spot” it doesn’t exist, as it’s either quieter than I would like it to be or louder than I would like it to be. I did purchase two Dots for one room for the purpose of stereo sound. This is where I believe Amazon fell short. For the last few years, I have been able to use a pair of very inexpensive Bluetooth wireless speakers at the same time for listening to music from my cell phone & laptop. With the Dot, you are limited as to what will play in stereo and what won’t. I feel as if I have taken a step back in time with respect to technology as relates to this issue. My only other hope for future Dots is that they make them waterproof. Again, I have wireless Bluetooth speakers that I can attach via suction cup to my shower wall. I’d like to be able to take advantage of the smart home I’ve created, forged on the foundation of the Echo Dot when I’m in the shower, or anywhere there might be water. Bottom line, for the price you can’t beat it. Amazon has made improvements. I am hoping for refinements with the next generation Dot.Less"
4.0,a month ago,Best Buy,Works well and set up was very easy,"My elderly mother absolutely had to have one for Christmas. I got it for her, set it up, and got it going without a hitch. It works really well and the music sounds great out of it. I linked several skills for Mom at her request such as the InTouch Devotional program and Pandora very easily. I really have no complaints. My elderly mother; however, feels differently. This is not the Echo Dot's fault. Mom just doesn't understand how Alexa works and they have a stormy relationship. She thinks Alexa doesn't listen, but Alexa does. She thinks Alexa doesn't answer correctly, but Alexa tries as hard as it can to decipher what Mom is trying to say. Mom doesn't understand that a music subscription is needed for Alexa to play the music she wants right away. I warned Mom about all of this, but she thought she and Alexa would live well together. They do not. Over the last year, Alexa has been moved slowly more and more out of the way. The last time I was at Mom's house, Alexa had disappeared. At least Alexa has found peace. Bottom line, if one is not internet savvy, they will not much enjoy the Echo Dot. If they know how the internet works, they will enjoy it.Less"
3.0,2 months ago,lowes.com,Recommend to a friend but with some reservations.,"Recommend to a friend but with some reservations. Based on prior experiences with Echo dots. They all use Alexa but they act differently from each other. Maybe part of that is in the app configuring but I can't see it. If app differences are the problem , then I think Amazon should have an option to make all of them have the same features in common. One of my dots has a staticky sound and that is why I bought a replacement recently. Some of the dots if you ask it to play something, it will not play on its own speakers but on some other dot. I'm expected to do a factory reset to correct this but that also require setting up that dot all over again in the app. And the problem returns later. A triple pain. One dot may work but others do not. Some basically say I do not know what I am talking about. Asking it to play something that I have played many times on other dots without a problem. Sometimes to get the dot to play on the dot I am requesting from, I have to specify which dot to play on by name even though it is the one I am speaking to at the moment. They do have a good sound quality but not as good of course as the primary Echo device. I don't know if some of the dot problems are with the dot Itself, but rather with the network setup for multiple dots. Surely this could be corrected and improved.Less"
5.0,a week ago,Currys,Rebecca's review of AMAZON Echo Dot 3rd Gen 2018 Charcoal,Pros: I was so excited for the eco dot arrive as it was a birthday present of the husband. It arrived before the expected delivery date and was packed in loverly box. Opening the box the device was packed very well and neat. The box design is loverly also.Setting up the eco dot was much easier then i thought tuck around 5 minutes connecting to my phone and bluetooth and wifi.The eco dot has great features connecting alarms timers storytime music. My kids love asking alexia can you tell me a joke she has the most chessy jokes but my kids seem to haw with laughter. I have my eco dot set up in kitchen and connected it to the radio so can listen to radio also i have spotify so i cant comment what free music they is on there as it automatically connects spotify. The volume is very loud when turned up the app is very easy to use to connect features to the eco dot. I would recommend the eco dot i was lucky enough to get mine half price but i would pay full price worth money. Cons: I havent got anything to say bad about the eco dot its fantasticLess
5.0,2 months ago,Best Buy,"Superb value for money, better than home mini","Amazon echo dot 3rd gen is an excellent smart mini speaker for your home. I did lots of research and analysis and picked this one instead of Google home mini. Google home mini has the advantage of much louder sound and volume but except that in every other areas echo dot 3rd gen excels. That does not mean it's sound quality is low. It has excellent bass treble and overall volume to suit your needs. If you have other fire TV, it integrates beautifully. You can use it as external speaker using in built aux audio port. Look and design is awesome. Where it clearly outperform home mini is the proper button checks. Where home mini has an area and relied on your haptic touch to perform an action it has 4 dedicated buttons which is much easier to use. It's blue ring led is very nice to look even at dark, it's amazing. Overall I am satisfied with the purchase. To sweeten the deal, I got it free during black Friday using my best buy elite plus reward certificate.Less"
4.0,4 months ago,Best Buy,Outstanding Verbal Control Mechanism,"Originally I was a little skeptical of buying an Echo Dot but made the decision to do so when I automated my swimming pool/spa with a Pentair Intellicenter Control System which boasted it could be verbally controlled. To be honest it required a little bit of a learning curve to get used to the (verbal) syntax required to make everything Alexa friendly to work seamlessly. However, after taking a couple of verbal tries and the Echo Dots (Alexa's) apparent ability to learn as you go along it definitely got easier. And now my wife and I truly enjoy control our smart home items with Alexa thru the Echo Dot. So much so that I bought a third party portable battery so that we can take Alexa outside with us while we are in the pool/spa and totally control the TV/Firestick/Pool/Spa/Music hands free. Bottom line, I should have bought an Echo Dot sooner. The only down side if there is one is that it doesn't come with an internal rechargeable battery for portability. I bought it with an Amazon Firestick combo and got an excellent combo package price!!Less"
5.0,2 weeks ago,Best Buy,Great addition to the Echo range.,"I was an early adopter to the Amazon Alexa products from the beginning. I have at least one over each of the products around the home, creating a complete music, voice controlled, drop-in mesh around the house. Recently I've been upgrading my 1st Gen Dots to these 3rd Gen Dots, due to their better speaker, better sound field and overall nicer aesthetic. The 3rd Gen Dot is 0.6"" larger in diameter than the original dot, and is 0.4"" taller that its 1st Gen brother. The speaker is 0.5"" larger and is 12dB louder. It has an enhanced ability to connect to streaming services, making it a lot more user friendly. Having them in various rooms around the house means you aren't shouting to one central location! (Believe me, I used to do that!). Doing so also allows you to set up multi-room music, and also to 'drop-in' on different rooms in the house, just like an intercom. Great for making announcements (dinner's ready, wake up etc). Overall, very happy with the upgrade to the 3rd Gen model.Less"
5.0,5 months ago,Best Buy,Great product with unexpected features,"I never intended to purchase the Echo Dot and have never had any home automation devices, however it came free with a promo when purchasing my Ring Alarm system. So far, I've been so impressed with this little unit that I purchased another one. It works seamlessly with the Ring Alarm, allowing you to arm and disarm the alarm system by voice. The most impressive (and unexpected) feature of this unit is you can set the Echo Dot/Alexa up to ""guard"" your home when you arm your Ring Alarm system. Once the system is armed, the Echo Dot(s) in your home will listen for the sound of glass breaking, as well as the sound of smoke/carbon monoxide detectors. If it detects any of those events, it will alert you. As far as the internal speaker goes, the quality of sound is reasonably decent for such a small package. It has a line-out jack to connect to external speakers. The only thing that could make this unit better is to add a line-in jack, in the event that you wanted to use it as an external speaker for another device.Less"
4.0,10 months ago,Best Buy,Alot better than the previous Dot,"I have both the 2nd generation of the Dot and now the 3rd generation. The 3rd gen improves upon the 2nd in almost every way. The look of the 3rd gen is much nicer than that of the previous model. The cloth and matte finish on the top look far classier than the previous model with its fingerprint prone shiny surfaces. Most importantly, the sound quality has been greatly improved. While this will never rival the larger Echo products in volume or sound quality, compared to last years model, it is night and day different. The audio sounds much more rich and intelligible. Listening to music, radio, or podcasts are much more enjoyable and far less tinny than with the older Dot. For those that have a 2nd gen Dot, I would not upgrade if you don't use it for music, radio, or have it hooked to a stereo or set of speakers. But, if you use it regularly relying on the internal speakers for music, podcasts, etc, I would definitely consider upgrading. Especially if you can get it on one of Amazon's many sales.Less"
4.0,7 months ago,Best Buy,Excellent value; decent product,"This was our first Alexa product. I was excited to see what all the hype was about, especially for the low price. It was a great way to get easy, voice-based music into our son's room. As a music player, it's awesome. It integrates well with Apple Music, and is much easier than connecting a phone to a Bluetooth speaker just to listen to music. It makes it a casual, spontaneous thing (instead of an intentional, dedicated activity we're far less likely to engage in). Alexa hears well and the Echo Dot sounds pretty good in a small room. It's nowhere near the sound quality of our HomePod -- but it was a fraction of the price. A few hang-ups, though... First, Alexa is great with general knowledge, but pretty poor when it comes to voice command flexibility. Siri on the HomePod understands conversational English far better (and variations of commands -- read: Siri seems to look for intent rather than a static catchphrase). When we use Alexa Skills designed for kids, it really stands out to me how limited the commands are. If we get them even slightly off, the games break. I should be able to say ""sure"" instead of ""yes"" and have it know that I'm giving an affirmative command. Alexa is also very finicky with smart home accessories. Sometimes she knows which light I want turned on/off and sometimes she has no clue. I wish it plugged into HomeKit. In general, the skills kinda stink. They're gimmicks. That aspect is disappointing. But as a very low cost and pretty good smart speaker for music in our kids room? This thing is great for that.Less"
5.0,7 months ago,ebay.com,Awesome Abilities and Sound,"GREAT DEVICE FOR THE ELDERLY - MOBILITY IMPAIRED - VISION IMPAIRED I have found so many things this device can do. I purchased a set of 4 Jeeo Smart Plugs and Alexa can control them. I have a light on one. Motion Detectors on one. Doors sensors on one and haven't decided what to use the 4th one for. I changed my ""Wake Name"" to ""COMPUTER"" because the only options are Alexa, Echo, Computer and Amazon. To me Computer seems much more personal and non-branded. It is AMAZING what this thing can do. Play music, set alarms, guard house, tell jokes, tell weather, play games, read audio books, the list goes on and on. Another reviewer stated Alexa automatically imported their phones contact list. That is NOT true. You need to pay attention to the setup process. I did not allow my phone to be connected to Alexa and it did not do it. And IF you accidently do you just go to the Device Setting and remove them and turn off the feature. This Device has GREAT BASS for the size. I was really skeptical with the YouTube reviews but I am really pleased with the sound. And connecting it to my cheap 40.00 Bluetooth surround sound was a breeze. I am finding new things daily to do with this device and am looking forward to what is to come with them.Less"
5.0,a month ago,littlewoods.com,Brilliant Smart Speaker,"I bought this as I purchased one for my parents, and was impressed with the quality and features. The sound quality for such a compact device, even at high volume, is outstanding. The Alexa assistant is fantastic. I constantly have a battle to remember upcoming appointments, daily events and health related activities. So far, this has single-handedly been brilliant at reminding me all of these things, allowing me to feel a little less stressed. Music, through Spotify and Amazon music is brilliant. The fact you can also listen to digital radio stations also, is great. If you're bored, why not ask Alexa to play a game. I've currently been competing daily crossword puzzles. Overall, it's a great little device, and this being the entry level, I expect the higher costing devices to excel even more.Less"
4.0,2 months ago,Best Buy,Great but Needs More Sound Adjustment Options,"This is a great little smart speaker for Amazon users. This device has Alexa built in. With a simple voice command after the initial setup you can ask what is the weathers like, set timers, alarms, order items from Amazon, and play music to name just a few. If you have smart bulbs, outlets, or thermostats you can control this devices with a simple voice command. My only real complaints about this device is that Alexa is way quieter than the music being played they need to add an option to have separate volume levels for Alexa's voice and music playback Pros: ~Voice Commands with Alexa let you control various smart devices ~Play music from various providers including: Amazon Music, Spotify, Pandora, Sirius and more ~Speaker built in ~ Get Notifications from Alexa when packages are delivered -Make and receive calls with Alexa via paired phone. Cons ~Requires internet to use ~Alexa is quiet vs music playbackLess"
4.0,8 months ago,Best Buy,"Listens well, plays okay","Of the echo devices in our home this one is a convenient size, it listens well, and it produces decent sound. The larger echo device has much better sound and listens about as well, but is more obtrusive and has to be accommodated to project sound for listening enjoyment. The echo ""show"" has the added dimension of ""dropping in"" with a camera so you can see who you are talking to and get visuals, but it is much harder of hearing. I actually got this echo dot to use by our pool to control our ION Bluetooth outdoor speaker (which is also AWESOME!). This gives us the ultra convenient options to control our listening experience without using our wet hands or getting out of the pool to control a device. The dot can access music from Apple or from Prime and change volume, mute, pause and switch playlists or play ad hoc from anywhere within earshot. This device is decent, but what it can do to innovate with technology is the actual power and usefulness. I DO recommend this device.Less"
4.0,10 months ago,Best Buy,Best Bang For Your Buck,"If you are getting into the smarthome world, this is should really be your first buy. It has incredible functionality in a small package for a really reasonable price. I was hesitant to buy an echo dot for a couple of reasons at first. The original and 2nd gen. echo dots has horrible horrible sound quality. I mean truly atrocious. I am a bit of an audio snob that prefers Bose products and I promise I know what I am talking about when in comes to sound quality. However! When I heard the 3rd gen. echo dot I was pleasantly surprised. It still isn't fantastic, but it is about 300% better than the old dots. So that sound stuff, moving onto smarthome features. My Echo dots (yes plural, I now own three) control my smarthome and act as a mini-hub for me. I control my bulbs, outlets, and music all from Alexa, which has worked great for the past couple months. I also use Apple HomeKit just in case I want to use my phone to control lights and such but that is just a personal preference. The echo dot 3rd Gen. has so much functionality that I haven't even tapped into yet and am excited to keep exploring. Highly recommend. And for 40 bucks it is pretty much a steal. I also recommend getting 2 of these because the stereo pairing ability is fantastic stuff, I use it all the time.Less"
5.0,3 months ago,influenster.com,"This is one of the greatest technologies I have around my house. I have realized how lazy I am but yet again I don't feel alone anymore in my house with a dog and a cat and when my daughter is not home. LOL Echo dot listens very well to all commands. It has great features! Alexa aka Echo links to almost every app on your phone. So far have a lot of the apps that I utilize on a daily basis. I have my morning alarms, reminders to leave for work, I have a reminder for my daughter to leave for school. I am very forgetful so I definitely have a reminder to take my medication. I also haven't linked to the weather so it will tell me how the weather is like before I walk out the door in case I need to know don't want a sweater or not or snag my umbrella. Now, let me tell you. The volume is amazing! The bass is awesome! I think my new neighbors hate me now since I've moved into the area. This is the best Christmas gift I've ever purchased myself through Amazon! According to the reviews online and with thwhat thee media has said about echo spying on you, there's a great chance who knows. But as I said, I really have no one else to tell them what to do - therefore, I really enjoy this opportunity. 🤣","This is one of the greatest technologies I have around my house. I have realized how lazy I am but yet again I don't feel alone anymore in my house with a dog and a cat and when my daughter is not home. LOL Echo dot listens very well to all commands. It has great features! Alexa aka Echo links to almost every app on your phone. So far have a lot of the apps that I utilize on a daily basis. I have my morning alarms, reminders to leave for work, I have a reminder for my daughter to leave for school. I am very forgetful so I definitely have a reminder to take my medication. I also haven't linked to the weather so it will tell me how the weather is like before I walk out the door in case I need to know don't want a sweater or not or snag my umbrella. Now, let me tell you. The volume is amazing! The bass is awesome! I think my new neighbors hate me now since I've moved into the area. This is the best Christmas gift I've ever purchased myself through Amazon! According to the reviews online and with thwhat thee media has said about echo spying on you, there's a great chance who knows. But as I said, I really have no one else to tell them what to do - therefore, I really enjoy this opportunity. 🤣Less"
4.0,7 months ago,Best Buy,Improvement over Gen 2,"I have an echo dot (gen 2) and i use them throughout the house for just about everything, being i have a fairly smart home. What I liked about the gen 2 versions, were that they were compact and very flexible on how you could use them. They were easy to mount in different positions and you could really be flexible on how and where you mounted them. The one thing that they really missed on? The well known sound quality. Enter the Gen 3... I really like the improvement in sound. Sure it is not a high quality speaker system, but for the size it is pretty good. Especially when you consider that you can pair them and add a sub for pretty good sound. The look is improved over the gen 2, however it does lose a little bit of the customability that the gen 2 had. With the gen 2, you could purchase different wraps, stands, clock mounts, wall mounts, etc. You could really customize it. The gen 3 is a bit bigger and has a much more rounded shape. it lacks the ability to really customize it. It surely would not work as a power socket mount, like you could do with the gen 2, just due to the additional weight.Less"
